id,class
6880120055559309166,bhaji
433123640060950425,masalachips
7299256103527539234,ugali
13311654687892433912,kachumbari
9418182025730832863,matoke
14781980543578586663,chapati
12328721443633139874,sukumawiki
2107417387950869356,matoke
6674980770398095273,sukumawiki
13476490868244371174,githeri
11480874463434957585,pilau
2293173123669599718,bhaji
16051867548734286977,bhaji
3492637834569792434,mandazi
11340236159544328996,kachumbari
4831159534783092564,matoke
7962481827802791961,pilau
3441964078708269302,mandazi
4803687883374178000,masalachips
1337429570509354262,bhaji
14896903307703889127,matoke
1041536295234655949,nyamachoma
2916990348263431242,nyamachoma
2485597006653605888,ugali
6592433458056473497,nyamachoma
5056989522999755337,kukuchoma
8070982625010221007,githeri
17951127177565504703,matoke
11421712402595912226,pilau
14994801140127840525,masalachips
5238348298071711436,pilau
7064045255224724415,mandazi
14713738564118739456,githeri
9704072362251646460,chapati
7874150713501213805,mandazi
3872854673273088715,mandazi
2645401058245720886,pilau
566154660622965212,ugali
6564687556039948245,chapati
10050836840570595412,kachumbari
16186474768662680880,mukimo
3090236180444639769,bhaji
1504032090144862487,bhaji
4071128469746486944,ugali
10489177437696953599,matoke
8559271044087296186,mandazi
12084892710725865044,bhaji
2108771917434578667,pilau
13461889246342557487,matoke
9907100135541369980,mukimo
10436167155353081657,bhaji
7673558291081750083,ugali
9432627326564697320,bhaji
17020818403639173602,githeri
4063470696885228401,bhaji
10480411502026261882,mandazi
5256420689586681212,chapati
11891360853617791279,matoke
13045793615543594200,bhaji
16202217190881465598,nyamachoma
17074124304002894494,bhaji
5404571050770966935,chapati
8762643077531616128,bhaji
4760889392919941026,matoke
10827702422806631930,kachumbari
16688818774046500492,matoke
15388778555570662421,kukuchoma
349831210979611535,kachumbari
2359935108984405843,ugali
16716140063788988074,ugali
9330051357546096093,mandazi
579554292437792450,kukuchoma
11914825156651230567,bhaji
1880545903777168257,pilau
11772242623465214998,ugali
5901468219421486604,sukumawiki
671834588568744808,chapati
6822047287314285488,chapati
17997298282877311935,sukumawiki
9847343475748429039,bhaji
15687445802645255970,kachumbari
4409741516806335872,bhaji
8865282765921113604,bhaji
15981152444364517872,kukuchoma
11009435452160578820,ugali
3995191365803132488,matoke
16838457542517051587,chapati
7589909138847313056,bhaji
7086336182676432968,chapati
10659687815034937571,matoke
10779768015781891330,nyamachoma
279274135615558573,nyamachoma
1991728053359600784,ugali
8358389500690710713,matoke
9353465594441742960,kukuchoma
2660935737489716135,ugali
12651945448893458291,githeri
1726902934143819481,matoke
17331353143747505420,kachumbari
8932381936069444539,bhaji
2022795483989116158,masalachips
503686090818518136,sukumawiki
14939968597503920069,kachumbari
15906082341153372576,chapati
1032427835199381093,githeri
2843712081805440394,matoke
7202406510597894966,ugali
13850346497805607977,sukumawiki
1274406828913383851,bhaji
5274203241956843203,kachumbari
17824431378418748103,nyamachoma
18384279390664684903,chapati
11811725468912252612,masalachips
12570823521946934910,pilau
14431356697066725622,sukumawiki
12894647629808879934,githeri
16108130685140518636,mandazi
7667142465096453476,nyamachoma
11075472808133393275,chapati
3541422239450847964,kachumbari
15062974199004154721,masalachips
7249194505294777205,matoke
8782029940143264930,ugali
17958140426076491734,nyamachoma
10426888786752645046,mandazi
13844978939219819309,mandazi
5116768222419822642,nyamachoma
16733946872331548594,ugali
2463553447646388536,masalachips
2284781514866588532,chapati
8152680530859293699,bhaji
1104869801762448326,mandazi
9917174757972975785,sukumawiki
5411972183179445853,masalachips
13247297690411762080,mukimo
10704888292467856776,nyamachoma
13827012185796039281,bhaji
12265598765240122562,matoke
4241923084609020496,sukumawiki
8056339179910703125,nyamachoma
3893702090957372996,sukumawiki
8744259020807660504,pilau
13111109849827046590,mandazi
16747863773208719127,matoke
17150094126503216040,masalachips
10997963660938439905,matoke
16724883972507768667,kukuchoma
6950673205362035869,kachumbari
8087957556176900364,chapati
10353090970037973106,nyamachoma
10931799664297657088,bhaji
17083351279567550351,ugali
4760028781977065037,mandazi
12427539806364778611,sukumawiki
9034422646378948682,bhaji
13983426766558248279,bhaji
14984181710028766901,mandazi
220524068788151209,ugali
1313500751768418705,sukumawiki
9494838655156929777,matoke
5382538552580978570,masalachips
11876105400066403694,kukuchoma
13760017320186310255,kachumbari
10185210029806107052,masalachips
11647794202849128267,masalachips
6775256937193306962,pilau
11886010475597894378,bhaji
6422544909455692569,chapati
12896504907706505640,kachumbari
6102891053505406703,chapati
2231761707008549690,kachumbari
15568186786745382030,bhaji
5724950809463230489,chapati
16575160314988732521,nyamachoma
3446420301460097476,pilau
10439969322690324652,bhaji
9502483959584202395,sukumawiki
12611254813214418163,bhaji
6708493044765107376,sukumawiki
14157287730508231896,kachumbari
11279393640134188007,chapati
11818271143821537695,chapati
4782164716850023002,nyamachoma
16213983940334592922,githeri
8920886636432155484,nyamachoma
7975511920436180815,nyamachoma
7713196781424420632,bhaji
17868354157984314995,bhaji
12588581220576627754,matoke
9086866578731880299,nyamachoma
15062233551849204711,githeri
5673228655890444483,chapati
5921749514513358529,mandazi
9209064736308410944,mandazi
17447721715345193404,sukumawiki
6542432734210109670,kachumbari
2794919881407522108,nyamachoma
9289026452363820277,pilau
4885492381004074063,masalachips
1479809379371515398,masalachips
5292478794567563234,pilau
7526644852879664600,kukuchoma
3147148474345687388,mandazi
14827826203101138522,ugali
2139909139275071539,nyamachoma
3831128927158078098,masalachips
3133036213235108285,mukimo
331139528853146546,ugali
1885441240118954924,nyamachoma
6627825237909357511,bhaji
13334429225498059552,chapati
8777779777375789886,bhaji
5271146225177318018,pilau
311027892845279085,mandazi
6709969051567974643,githeri
15515530335218792733,sukumawiki
14495582224338045443,bhaji
10945600168256598293,matoke
7934787764228412908,mandazi
17871622551271319127,sukumawiki
13714808397422548708,ugali
1657463259061158621,nyamachoma
18341252944945463877,sukumawiki
782686697672672305,matoke
14780067267312739035,chapati
12722421983372228545,matoke
16846706429110815434,chapati
9454149259547514994,masalachips
16186403109493966963,pilau
1819829499420454440,githeri
8038746210957129609,nyamachoma
3625330147936573465,ugali
6559988085582445633,kukuchoma
18071626153670901138,nyamachoma
16533464727003156041,pilau
16420554661802143932,ugali
16291671383938929277,pilau
12359435853927389480,kachumbari
13780286551679338509,ugali
15189315913342735637,kachumbari
13553351930702178275,githeri
14327651895618112391,mandazi
4746419540600064178,masalachips
10563332160805458754,matoke
11459355461369938511,matoke
910100540753635814,bhaji
10032718127391393712,pilau
2433343001104045590,mukimo
12750164459069332327,bhaji
13096084595993254183,bhaji
18292996657974046361,mandazi
17920857541661917971,chapati
18128868340068327534,mandazi
5181903121546437963,mandazi
9603973797206480394,chapati
4234339420630336097,masalachips
7249265054392332051,ugali
11040169758048539861,mandazi
10498731360869617699,nyamachoma
172619310550237595,mandazi
314706722660022849,sukumawiki
5479923740978024976,mukimo
13702013738182792115,kukuchoma
8967488228578546930,mandazi
4471674810117347991,matoke
7668438685451369431,matoke
12769786215582013242,nyamachoma
5448138195620690428,matoke
15038647880584112915,chapati
15787759236751906124,ugali
10572504442007774389,kukuchoma
9730813364647611371,bhaji
15519156298601674171,kachumbari
7147123471110839866,githeri
16044883435360842449,githeri
4573570833138625685,githeri
8963617737588737388,nyamachoma
5237016818878190204,ugali
12213267361839417778,chapati
2582593899847212808,chapati
18371310690719647387,nyamachoma
14013714632646819289,bhaji
15720300442709922386,nyamachoma
10671163076264204438,mandazi
12778454302022063135,bhaji
9148258825501630430,matoke
13104865628321811766,ugali
16831340281664030941,githeri
11743588936516073596,nyamachoma
13658525598127451479,githeri
113758401353673339,bhaji
5761202269253370243,pilau
15065435158645297850,ugali
7360437630698723418,sukumawiki
11399958684643617739,mandazi
7991196468543254496,mandazi
7845926923525350900,bhaji
8785752114864889954,mandazi
8925971978759951625,matoke
3708272823231429506,mandazi
1516976168158823379,chapati
12049051170431037337,nyamachoma
5040127877082676183,mukimo
4396692842373680260,mandazi
16568510039375641473,pilau
2320315191495287683,sukumawiki
14098413301481823298,mandazi
9171258164475935123,bhaji
15428588281804745041,kachumbari
11175114329302629976,sukumawiki
3113560680153381548,matoke
4007791061231138791,mukimo
15921367349081196982,githeri
9251702411500608561,nyamachoma
2534902189311619505,bhaji
9604981119451744130,bhaji
3897973340120888654,pilau
8650354706656284758,mukimo
13333838360668979904,chapati
1575451093357306196,kachumbari
16877224553587203677,chapati
17308315597176306869,bhaji
869035622268057752,bhaji
4349364079225491532,kachumbari
8511398649274222009,nyamachoma
1215207338831909122,sukumawiki
18379283625168531571,bhaji
18036065517380309057,masalachips
18256144250530132400,pilau
4631886603115740924,kachumbari
11374086994998324556,masalachips
5415223888531692036,nyamachoma
9021874202573065077,ugali
7855051251979876879,masalachips
3703729771463391955,sukumawiki
243824650859683846,githeri
8274935795557384800,masalachips
6199773589621542246,pilau
5051186039444182665,chapati
11892844374193572308,matoke
13063186568832283432,nyamachoma
17529477780853439711,kukuchoma
10316200445685582867,nyamachoma
15872568742560844157,pilau
2519432772368814892,bhaji
17916943344242380694,bhaji
4075981999496297349,matoke
12232882357982432700,sukumawiki
6345235852776854590,sukumawiki
12581347557804197710,nyamachoma
18324919406286176457,kachumbari
13159971495578284153,mandazi
7792787216674191986,bhaji
17164587674148178437,kukuchoma
3174765340095314311,sukumawiki
16941568777764243549,matoke
5701062241522140412,mandazi
11211352162210239455,nyamachoma
13772837073934773218,kachumbari
3574150288362585522,bhaji
14382692712203870990,matoke
2914546381026506514,nyamachoma
3698316275805766040,sukumawiki
12193755194574447195,chapati
10013353421534892432,masalachips
16774905423951648977,ugali
11901968985797906910,masalachips
8692762223047163727,matoke
12894913717178710451,pilau
9795886263384777645,bhaji
8475877280891738868,matoke
1605387606394300718,mukimo
8157342489250389548,mukimo
17558186939894031965,nyamachoma
11520014743882381663,mandazi
18248678945254214908,masalachips
13909632552746949060,chapati
16972201071635610118,matoke
3788575078006085880,bhaji
9460488671594531482,githeri
9294231836925242946,pilau
4695819845286483527,nyamachoma
172193194934650936,mandazi
1332224732489317294,ugali
1837758314324890626,ugali
6720625938945456168,ugali
3275549613200301608,githeri
11772964219325347612,sukumawiki
8134111007343792211,sukumawiki
16390796098419064198,kukuchoma
10583548867371430437,masalachips
1974524812982016660,kachumbari
3991864241268102464,sukumawiki
2896133176207188076,mandazi
8538468527647487933,githeri
17450160245094860324,bhaji
3724855853782193577,matoke
4676518585346813150,kachumbari
11044398528299213732,chapati
916915850434412652,masalachips
4326358993894489185,mukimo
10862709929141092447,nyamachoma
9376195976911556153,nyamachoma
2482489714086703493,pilau
1242584410306702492,masalachips
16759948336873450483,ugali
916786157081233881,bhaji
3664758845998935782,bhaji
8895752267585456731,mandazi
9095569741680350685,mandazi
409378758119924194,ugali
8555347759003052547,masalachips
3814413798120446586,masalachips
5755322390937004147,mukimo
9055357283695410309,matoke
9883096141151425953,masalachips
13962925923858718920,githeri
15427444050731628754,sukumawiki
7652543665221125473,kukuchoma
3634681651404771707,mandazi
8389132758755684126,masalachips
7368723633187912787,nyamachoma
2544905337171193795,matoke
287046391201315802,chapati
8522956002611027636,masalachips
14935926725277872427,chapati
4585912225528376655,ugali
4534908463155914489,githeri
11221152268115914072,chapati
4290792130070189466,mandazi
17227917402982071858,mukimo
10263832939770820807,mandazi
14696239772867677644,chapati
15544587271166555528,chapati
14883619942548316063,ugali
12492550419868803813,mandazi
5368150729748547111,ugali
16489287732185954915,nyamachoma
17049610670200466951,nyamachoma
3146520907387796823,githeri
1620186597243445155,githeri
1750033100535581541,bhaji
11555054859729866600,kukuchoma
14927645257737783929,sukumawiki
6918934808329175912,matoke
17098722706044246301,mandazi
4964712923543585148,bhaji
1612870140217130459,mandazi
10392755761517469634,chapati
6891081601865097609,ugali
10379624713935883912,bhaji
7256543694816015312,sukumawiki
14941711287205260760,mukimo
2058117208352515810,pilau
16378606546343872569,nyamachoma
2076987654670447487,bhaji
3270897376431365493,nyamachoma
8029796304951281862,kachumbari
11428103272931584617,nyamachoma
13306571258788902920,matoke
18243681456097713438,matoke
16757735841949607798,chapati
17173609674952171913,sukumawiki
15839609242656790213,githeri
16824430136927969167,sukumawiki
5968265513327736125,sukumawiki
2566489501400044860,matoke
2744050097918965418,masalachips
16668417362157665532,mandazi
8718154412253204883,pilau
9559835854552331894,chapati
194001473914712709,githeri
6281112332249967240,pilau
4053896238071234669,kachumbari
2061951086611995120,matoke
15791482700270486603,nyamachoma
16882287929650400435,chapati
1801195525713182697,chapati
6371413575598512143,mandazi
14641416183911924869,chapati
15902803297841668155,matoke
5095107156301041502,kukuchoma
3234196673679707914,ugali
4369895144442484150,sukumawiki
163703528831022796,pilau
7897854231040928024,chapati
13786552598092874632,nyamachoma
11198964958344557246,bhaji
6040591784852692286,bhaji
8246209652705253828,ugali
15932187988386689301,masalachips
12369235536161129824,sukumawiki
9732190743862890184,masalachips
14642412649010759065,ugali
15721740844179914369,githeri
18293958063708375520,mandazi
7596515420833393067,githeri
14702358011426744794,mandazi
8472727441424067890,kachumbari
13336242141469794704,pilau
14184333923708641492,githeri
7740516489918261562,kukuchoma
6937877631744456298,pilau
5486232690871090219,mandazi
2167472832973071748,githeri
9645114801120837705,masalachips
1222542720821582735,masalachips
13276850587728128064,chapati
15137436701584444427,masalachips
3330870058209007100,mukimo
8823238648982748190,nyamachoma
8197763633934010065,kachumbari
3281242517220906808,matoke
2468824883699797913,kukuchoma
2634863885688388572,kachumbari
3916922270849322539,githeri
16438482593247703638,chapati
16296225045024370393,nyamachoma
378159000076464908,sukumawiki
12036706760835135810,mandazi
4989335581241839112,ugali
2825437970886269519,mandazi
3864786727578989627,sukumawiki
2228083123004496126,kachumbari
2296594078456534284,ugali
11744597940483930331,sukumawiki
9595860715526704155,kachumbari
11506149502924850302,bhaji
5785294839040947716,ugali
11925301227624810878,bhaji
5118000331738336721,mandazi
1225258721585620974,ugali
12603090981248744058,matoke
14407936627291518914,chapati
7029649049953327174,chapati
4674470847288493935,sukumawiki
16884528742716490123,mukimo
10495282335120378202,pilau
8610179070827137612,bhaji
4239353169269741093,pilau
690355368291129613,nyamachoma
5930127832110666656,chapati
915900591206049021,matoke
14516249061279446837,chapati
342090556845777199,ugali
2893479968887500867,mandazi
18077878301145697779,matoke
2425184638854592850,mandazi
1567504522325787492,kachumbari
7332989796142072611,nyamachoma
5030578000221699838,kachumbari
7902774857186002050,nyamachoma
8094219596850804256,githeri
17613668885906195727,ugali
10991714327732734019,chapati
9791226555859999470,masalachips
5260157080345201314,kukuchoma
3557873487615716602,kukuchoma
11962536779883030401,nyamachoma
13172132319091792226,githeri
4062998728533427068,nyamachoma
3153353203860389207,ugali
2155849727426140404,kachumbari
15792932233049397699,sukumawiki
18442100593261771656,githeri
10689743905144313615,kukuchoma
15109129733445433755,chapati
614331877320130322,chapati
275565157942074241,chapati
14815644896028333872,chapati
1502386608408487263,kukuchoma
17643589204028886080,sukumawiki
6188363377584320259,ugali
2575671491551817291,mukimo
15297279726889639215,githeri
12229605820293983612,masalachips
1280046819308008471,nyamachoma
18038460813953109387,masalachips
11166744910006724760,mandazi
14297110693236097664,masalachips
12832437345690266100,kachumbari
2513451607245805711,mukimo
14248662337641300493,bhaji
8649223340967215218,bhaji
8354894820765094725,bhaji
9797358834021094520,chapati
15728940471283572865,bhaji
16117051419704251003,kukuchoma
6165458250938302402,nyamachoma
6500003621118890908,mandazi
4369248216618046215,masalachips
2637340416989001097,kachumbari
10767688195309195067,matoke
13143533235967906301,bhaji
14827401650776965860,bhaji
5907777417117531572,githeri
13358204802524764404,mandazi
3890639064330309318,matoke
11829665400386245779,kukuchoma
13092231436949425447,ugali
14859521309948114838,chapati
9989852125507910261,masalachips
10993097140500904593,pilau
7333101380985625515,kachumbari
6901270376210887527,matoke
16247863222122177525,sukumawiki
7662909103117323721,pilau
3330164612355444528,masalachips
16630673409726501490,githeri
16623351611821141006,nyamachoma
13164370763233884598,nyamachoma
8462406138336383766,chapati
18177977520860773283,bhaji
15979283504791585789,bhaji
11739252023065025051,kachumbari
16005125747867173518,masalachips
3232795272899183694,pilau
8768135634518909320,mandazi
5234595474617588774,sukumawiki
5684979388424524289,bhaji
1151423523609237133,mandazi
2327233197544628049,matoke
7071929078798979781,nyamachoma
18064749878516552270,masalachips
18156823355126312233,kachumbari
17603562561014986806,masalachips
13400224261914264280,chapati
9011627400063577894,chapati
4235416677406911315,chapati
11050681732841660953,mukimo
7059397551763819899,kachumbari
2607536438269085200,githeri
8155340966002477208,mukimo
3126118638303284927,chapati
17781507653968722770,chapati
5958144576578776167,pilau
14331965868359934428,chapati
1556819571652590523,matoke
14395118927016923021,kachumbari
9246005384877149487,githeri
1183098272739440362,mandazi
1890243880841980430,mandazi
6126235373559357911,nyamachoma
12544771906841202315,pilau
11750032489651329904,nyamachoma
17370904505352846490,githeri
7820696335005884725,sukumawiki
15124146058272403049,ugali
4928821225671458989,chapati
2079440503748202253,githeri
14880740517294938238,nyamachoma
15759161903631717034,ugali
10425864454214045915,githeri
7355573707678088837,kachumbari
10659666686522985502,sukumawiki
826152109746781778,masalachips
12430979520306243945,chapati
11955762609914169354,mukimo
9808208257826973468,bhaji
6142946291747347769,ugali
9765470278384571089,pilau
406623010624663241,masalachips
202246973074143646,githeri
15175960915003505104,matoke
4474148626195329617,sukumawiki
7217843086834892636,githeri
75920667874705035,masalachips
11236256369628023681,masalachips
3389280675794886325,kukuchoma
11503807066771066488,nyamachoma
11347375929591912542,pilau
9354771109717612853,kachumbari
13871018275611302945,chapati
5736758854813325645,sukumawiki
5994128945982697169,nyamachoma
837741112908081738,ugali
12568642654261644540,masalachips
16667798980214308644,ugali
10761619644419429271,nyamachoma
15034798858546225817,ugali
12036075370824959992,githeri
8931971704430442260,kachumbari
5763073591478275431,pilau
418268345361823447,masalachips
4383544467627505424,ugali
2331706413526359286,ugali
17550189549487308344,chapati
14379312974137455718,chapati
8252467505191679664,kachumbari
7603626539980470866,sukumawiki
5126651081256609611,chapati
13491784328477713564,ugali
15503677324242813160,sukumawiki
8811216877144695694,nyamachoma
12718951415452312042,nyamachoma
17630634319398840325,ugali
17937428355289600740,mandazi
3079526983213324947,sukumawiki
3915569800654143145,mandazi
2384097575550813382,chapati
11755903765813200135,chapati
5456723282343307924,matoke
14067545918638928191,nyamachoma
8503417671431804621,kukuchoma
15968463813933707328,mukimo
10618135563664257594,kachumbari
11312738154752433053,pilau
13096085908755586277,ugali
6869498743401285058,mandazi
12898937707617502374,chapati
4984481208260943401,sukumawiki
18090819498201220626,chapati
16304405155635632552,masalachips
13174388155830117069,nyamachoma
9937424664922453950,masalachips
2800728609517992088,matoke
3317089621510121587,nyamachoma
12754710522944283234,kukuchoma
18116806285784112175,kachumbari
429812978456344045,mandazi
15703631374225663955,nyamachoma
8941554909795876495,githeri
2021548443944361209,chapati
17476864164188823446,mandazi
4129463438934648072,nyamachoma
11024654485119210300,nyamachoma
8004676257018550658,chapati
3839952980083730752,nyamachoma
4588448877252854277,githeri
10591406234810654968,matoke
1585151268698768740,chapati
4781825899265253250,masalachips
2958456027739209009,githeri
18093816081055681418,mandazi
728132096898047532,kachumbari
15633635181298930585,bhaji
9190051967793148742,bhaji
14547011482199158928,chapati
9713743300923675839,chapati
13136549214093582251,ugali
6341013824237110168,ugali
14281149143713197446,matoke
17887857039316145114,masalachips
5853238832617598754,pilau
6345998203811432669,nyamachoma
13629735594328110717,ugali
5121664189494628569,bhaji
1023776965736143784,bhaji
1431087442957425803,sukumawiki
8293304328820480775,matoke
6693518078310879777,chapati
9252675656996125456,chapati
8186825608087904463,mandazi
10631022791878343908,masalachips
8019755839287849287,pilau
17416301638908778838,ugali
10483268827660065981,sukumawiki
2117642864951973712,masalachips
11913450061650823340,matoke
550952275798185441,chapati
4468297417538896663,mandazi
6456208684317339223,chapati
14940955732773843439,kukuchoma
6589944125552083260,ugali
9986297165246148713,ugali
12518248236843192327,kachumbari
12733179067017059973,chapati
7866130600514541109,ugali
16683889044674374402,mandazi
7334475931318766723,sukumawiki
8744051551605407278,pilau
10728280633459690950,nyamachoma
3929478575642912288,bhaji
6114937434563834968,githeri
4293033358643161241,ugali
3849331212456468837,chapati
6121587723968635615,mandazi
8362691482434046081,mandazi
9500652032589174724,nyamachoma
6387950859143568395,masalachips
15365630230323786120,nyamachoma
2105587111337353414,sukumawiki
13112936941424236847,mandazi
12891224790282418777,sukumawiki
2600193998160280003,chapati
12016470007321129301,mukimo
4630248291925314477,githeri
17832554589913035663,matoke
17896514106993043065,kachumbari
14340717064914689305,nyamachoma
11838018648381771868,mandazi
13500910243362560993,masalachips
6299857844145385764,pilau
14781539624057133225,pilau
13971569159606990090,masalachips
17356191227191080029,mandazi
16412212273125034498,nyamachoma
15386609476659097404,sukumawiki
4952852342556463066,kachumbari
9429267600165846422,masalachips
11683649573558361077,githeri
1360885765136480392,kachumbari
6450715910327534934,chapati
13502549752204060571,mandazi
1624470310833203051,githeri
15202513235202671013,bhaji
6418396572692710287,sukumawiki
7651313655154021455,pilau
14341639690808336172,pilau
9093603379752725328,mandazi
8388863161193387951,ugali
9478874944789615896,pilau
7678926641708688166,bhaji
7800211826108903923,pilau
13761281074243895325,matoke
7019960165813987649,nyamachoma
17974533127538800654,bhaji
14607054158180563529,githeri
10493674183244376941,kachumbari
6017463402427868522,mukimo
2959847299946941663,chapati
2694916631224830390,matoke
13452606761355011301,nyamachoma
11803038434384094573,githeri
12387873552738759917,mandazi
8737651711825239099,kachumbari
7696619392000928785,kachumbari
16704686180537081608,chapati
18028912757289494808,chapati
12332578604740098506,nyamachoma
10103880306144111056,githeri
8434237231649656394,ugali
171204175648124967,chapati
7687935607137957302,pilau
11699264013366321714,bhaji
1250348130958612967,chapati
14455150041237378201,pilau
3007323000012923866,kukuchoma
2376915223210698791,bhaji
17342047163310226428,chapati
9162160209121836647,matoke
15935387449204235701,ugali
3235684557837879282,mukimo
11590979908831306856,pilau
1851056066332902822,kukuchoma
10584288593827193742,mandazi
1074861257600043720,ugali
15526966195469351365,masalachips
3927498556510368100,chapati
9858872580245368831,mandazi
6682125881921073594,ugali
14780355743693359621,nyamachoma
14293182558638532726,nyamachoma
7357004924304343381,githeri
16875929794986183330,chapati
1473682577854057252,matoke
10476904769909969685,masalachips
10993221130754771089,sukumawiki
3594033308238860662,kachumbari
4893424890903886111,chapati
17507957776151987213,githeri
9001074850215230733,masalachips
10185922396479053738,githeri
15996289958101997251,chapati
566110861885529000,kachumbari
2549815011065979899,chapati
7281440345413126848,bhaji
1579527541899583504,sukumawiki
10951563712930184631,mandazi
6301312999276278847,githeri
4049088225688842242,masalachips
15260794184794841457,chapati
6601001000048760486,mandazi
9557702554172799777,mukimo
750955121353602129,mandazi
6337767920910079763,matoke
12862008661156699104,sukumawiki
17827413224801286218,chapati
12848270615065000639,chapati
1102755989076730427,chapati
15392660729497223531,ugali
12778639767489898393,mandazi
8266473252583309245,bhaji
6636759988962883605,chapati
16595207623825096844,bhaji
4144350054282049411,matoke
9541083448168394566,ugali
9384888411975317119,bhaji
17350252315520329486,kachumbari
8317559390449617354,kukuchoma
14597688689359890782,mandazi
14541951971380017394,nyamachoma
11253567608231519496,nyamachoma
8565662776693730756,chapati
1441176377358349304,matoke
4948203719754475131,ugali
5356250035023694208,nyamachoma
4060784983123736920,kachumbari
15397428584786118691,nyamachoma
9057156966407102923,masalachips
17323425463991824485,matoke
15718537118719944368,pilau
12352822341439217607,githeri
16121953496511151194,nyamachoma
3444721157979579255,pilau
908705698442835660,githeri
7206092041277426801,bhaji
6719238271310536487,mandazi
3836639648060218045,mukimo
17726482488319798413,kachumbari
10232612917831626064,kachumbari
3832112412203160793,mukimo
11679841282844503073,kachumbari
11980176531371246114,nyamachoma
3015954333139572128,masalachips
8825262543999539006,githeri
6307851877272946129,ugali
3951871279364558666,matoke
12098747514871309208,bhaji
6560633491761813285,kachumbari
14292455615311440906,ugali
5742399541651505527,githeri
16212144437174914916,ugali
13518931792446075714,nyamachoma
17336566429887775586,chapati
2524408631388378573,matoke
